order_id,customer_id,sku,order_date,channel,qty,order_value_inr,lot_code
VR883752,C100093,VA-HP-ST3,2025-07-02,vireo.in,1,6299,ST3-2505-4
VR885656,C104515,VA-EB-AIR,2025-07-02,vireo.in,1,1799,AIR-2506-2
VR888103,C104808,VA-SW-FIT,2025-07-02,Amazon,1,1899,FIT-2505-4
VR888697,C102070,VA-EB-PL1,2025-07-02,vireo.in,1,2124,PL1-2505-2
VR891822,C100065,VA-EB-PL1,2025-07-02,vireo.in,1,2124,PL1-2505-2
VR892004,C105915,VA-EB-AIR,2025-07-02,vireo.in,1,1439,AIR-2505-4
VR901749,C100044,VA-SP-MINI,2025-07-02,Amazon,1,2124,MINI-2505-2
VR907226,C102861,VA-SW-FIT,2025-07-02,Amazon,1,1599,FIT-2506-3
VR907828,C107451,VA-EB-AIR,2025-07-02,vireo.in,1,1799,AIR-2505-4
VR908605,C104597,VA-SP-MINI,2025-07-02,Amazon,1,2249,MINI-2505-2
VR882040,C103378,VA-SW-NX2,2025-07-03,vireo.in,1,6499,NX2-2504-4
VR882420,C109245,VA-EB-PL1,2025-07-03,Amazon,1,2124,PL1-2504-2
VR885686,C102192,VA-EB-PL1,2025-07-03,vireo.in,2,4998,PL1-2504-1
VR885724,C101168,VA-EB-PL1,2025-07-03,vireo.in,1,2499,PL1-2503-1
VR886162,C105043,VA-EB-PL1,2025-07-03,Amazon,1,2374,PL1-2504-3
VR887150,C108043,VA-EB-AIR,2025-07-03,Amazon,1,1799,AIR-2503-3
VR889124,C102995,VA-SW-FIT,2025-07-03,vireo.in,1,1999,FIT-2504-4
VR891054,C101912,VA-SP-MINI,2025-07-03,Flipkart,1,2499,MINI-2505-3
VR897898,C105835,VA-AC-CH65,2025-07-03,vireo.in,1,1499,CH65-2504-1
VR897960,C107536,VA-SW-NX2,2025-07-03,vireo.in,1,5199,NX2-2505-4
VR903640,C108147,VA-SW-NX2,2025-07-03,vireo.in,1,6499,NX2-2505-4
VR880987,C107848,VA-SP-ORB,2025-07-04,Flipkart,1,5399,ORB-2504-4
VR882854,C104173,VA-SW-FIT,2025-07-04,vireo.in,1,1999,FIT-2504-4
VR884069,C101797,VA-HP-ST3,2025-07-04,vireo.in,1,6999,ST3-2506-4
VR887366,C109022,VA-EB-AIR,2025-07-04,Amazon,1,1799,AIR-2505-2
VR888451,C102485,VA-SW-NX2,2025-07-04,vireo.in,1,5849,NX2-2504-2
VR891785,C107756,VA-EB-AIR,2025-07-04,vireo.in,2,3598,AIR-2503-1
VR894717,C106174,VA-AC-CH65,2025-07-04,Amazon,1,1499,CH65-2503-4
VR895596,C104670,VA-EB-PL1,2025-07-04,vireo.in,1,1999,PL1-2504-4
VR897624,C103829,VA-EB-AIR,2025-07-04,vireo.in,1,1529,AIR-2504-4
VR899573,C101057,VA-EB-PL1,2025-07-04,Amazon,1,2499,PL1-2503-3
VR899583,C100326,VA-SW-NX2,2025-07-04,Flipkart,1,5524,NX2-2505-3
VR900473,C100667,VA-EB-PL1,2025-07-04,Flipkart,1,2499,PL1-2504-4
VR906536,C106560,VA-EB-PL1,2025-07-04,vireo.in,1,1999,PL1-2505-1
VR908261,C100047,VA-SW-FIT,2025-07-04,vireo.in,2,3998,FIT-2505-1
VR881272,C109023,VA-HP-ST3,2025-07-05,Amazon,1,6999,ST3-2505-3
VR885924,C107174,VA-EB-AIR,2025-07-05,Amazon,1,1799,AIR-2505-3
VR886163,C104400,VA-SP-MINI,2025-07-05,Amazon,1,1999,MINI-2505-1
VR886273,C107564,VA-EB-AIR,2025-07-05,vireo.in,1,1709,AIR-2505-1
VR888710,C104116,VA-EB-AIR,2025-07-05,Amazon,1,1439,AIR-2505-3
VR889559,C107925,VA-SW-NX1,2025-07-05,Flipkart,1,3999,NX1-2505-2
VR895838,C105753,VA-EB-PL1,2025-07-05,vireo.in,1,1999,PL1-2505-4
VR898058,C104118,VA-HP-ST3,2025-07-05,Flipkart,1,5949,ST3-2503-1
VR899232,C108529,VA-HP-ST2,2025-07-05,Flipkart,1,4749,ST2-2504-2
VR899557,C109391,VA-NB-ARC,2025-07-05,Amazon,1,1299,ARC-2506-1
VR900251,C109455,VA-SW-FIT,2025-07-05,vireo.in,1,1999,FIT-2505-1
VR900532,C103440,VA-SP-MINI,2025-07-05,vireo.in,1,2499,MINI-2505-3
VR901620,C106068,VA-SW-NX2,2025-07-05,vireo.in,1,6174,NX2-2506-3
VR903162,C106722,VA-EB-AIR,2025-07-05,Flipkart,1,1439,AIR-2505-3
VR904218,C101536,VA-SP-ORB,2025-07-05,vireo.in,1,5399,ORB-2504-4
VR904716,C106159,VA-SP-ORB,2025-07-05,vireo.in,1,5699,ORB-2505-2
VR907463,C108739,VA-EB-AIR,2025-07-05,Flipkart,1,1799,AIR-2504-1
VR908570,C100907,VA-EB-PL1,2025-07-05,vireo.in,1,2499,PL1-2504-4
VR908955,C102495,VA-SW-NX2,2025-07-05,vireo.in,1,6174,NX2-2505-4
VR909024,C104922,VA-SP-ORB,2025-07-05,vireo.in,1,4799,ORB-2504-4
VR881184,C100367,VA-EB-PL1,2025-07-06,Amazon,1,2124,PL1-2506-3
VR882182,C101510,VA-SW-NX2,2025-07-06,vireo.in,1,5199,NX2-2505-1
VR886017,C108211,VA-SW-FIT,2025-07-06,Amazon,1,1999,FIT-2506-4
VR886505,C103130,VA-SP-MINI,2025-07-06,Amazon,1,2499,MINI-2506-1
VR887110,C104783,VA-HP-ST2,2025-07-06,vireo.in,1,4999,ST2-2504-2
VR888648,C104946,VA-SP-MINI,2025-07-06,vireo.in,1,2374,MINI-2505-2
VR891456,C107243,VA-HP-ST3,2025-07-06,Flipkart,1,6649,ST3-2504-1
VR892344,C103315,VA-EB-AIR,2025-07-06,Amazon,1,1439,AIR-2503-4
VR895649,C108446,VA-HP-ST2,2025-07-06,vireo.in,1,4499,ST2-2505-3
VR896218,C102672,VA-EB-AIR,2025-07-06,Flipkart,1,1799,AIR-2505-3
VR900174,C100055,VA-HP-ST3,2025-07-06,Amazon,1,6999,ST3-2503-4
VR903052,C102366,VA-SP-ORB,2025-07-06,vireo.in,1,4799,ORB-2504-4
VR904502,C104432,VA-EB-PL1,2025-07-06,Flipkart,1,2374,PL1-2506-1
VR905073,C105904,VA-SP-ORB,2025-07-06,vireo.in,1,5099,ORB-2506-4
VR905943,C105774,VA-SW-NX2,2025-07-06,Amazon,1,5524,NX2-2503-2
VR907411,C107518,VA-EB-PL1,2025-07-06,vireo.in,1,1999,PL1-2505-3
VR885539,C102349,VA-HP-ST3,2025-07-07,Amazon,1,6999,ST3-2504-3
VR885901,C105180,VA-EB-PL1,2025-07-07,Flipkart,1,2499,PL1-2504-3
VR886297,C103913,VA-HP-ST3,2025-07-07,Flipkart,1,6999,ST3-2505-1
VR887490,C103993,VA-EB-PL1,2025-07-07,Flipkart,1,2499,PL1-2505-4
VR893846,C106802,VA-SP-ORB,2025-07-07,vireo.in,1,4799,ORB-2504-3
VR894422,C103643,VA-SW-FIT,2025-07-07,Amazon,1,1999,FIT-2505-2
VR896241,C107566,VA-SP-ORB,2025-07-07,Flipkart,1,5999,ORB-2504-4
VR896793,C108921,VA-SW-NX2,2025-07-07,Amazon,1,6499,NX2-2506-1
VR897588,C100626,VA-SW-NX2,2025-07-07,vireo.in,1,6174,NX2-2506-1
VR905321,C100657,VA-HP-ST2,2025-07-07,Flipkart,1,4999,ST2-2504-1
VR905962,C104447,VA-HP-ST3,2025-07-07,Amazon,1,6999,ST3-2505-4
VR907215,C102618,VA-EB-PL1,2025-07-07,Amazon,1,2499,PL1-2503-4
VR907677,C105690,VA-EB-AIR,2025-07-07,Flipkart,1,1799,AIR-2503-1
VR909795,C107074,VA-SW-NX2,2025-07-07,vireo.in,1,6499,NX2-2505-4
VR909850,C107136,VA-EB-PL1,2025-07-07,vireo.in,1,2374,PL1-2504-1
VR881167,C105257,VA-SP-MINI,2025-07-08,vireo.in,1,2499,MINI-2505-2
VR892512,C101550,VA-EB-PL1,2025-07-08,vireo.in,1,2124,PL1-2506-1
VR893248,C104335,VA-EB-AIR,2025-07-08,vireo.in,1,1619,AIR-2504-1
VR893393,C108397,VA-EB-PL1,2025-07-08,Amazon,1,2249,PL1-2504-4
VR895734,C108263,VA-HP-ST3,2025-07-08,Amazon,1,6999,ST3-2503-2
VR896353,C109410,VA-EB-PL1,2025-07-08,vireo.in,1,2499,PL1-2505-3
VR896523,C101736,VA-EB-AIR,2025-07-08,vireo.in,1,1799,AIR-2504-2
VR896857,C102820,VA-SP-ORB,2025-07-08,Amazon,1,5399,ORB-2503-1
VR898397,C104880,VA-HP-ST3,2025-07-08,Flipkart,1,6299,ST3-2504-2
VR901000,C107349,VA-HP-ST2,2025-07-08,vireo.in,1,4999,ST2-2504-2
VR901152,C102654,VA-EB-PL1,2025-07-08,Flipkart,1,2249,PL1-2504-4
VR902821,C107263,VA-SW-FIT,2025-07-08,vireo.in,2,3998,FIT-2505-4
VR903694,C109063,VA-SP-MINI,2025-07-08,vireo.in,1,2499,MINI-2506-3
VR905930,C109092,VA-EB-PL1,2025-07-08,Amazon,1,2249,PL1-2504-2
VR880784,C103852,VA-AC-CH65,2025-07-09,vireo.in,2,2998,CH65-2503-1
VR881607,C103261,VA-SW-NX1,2025-07-09,vireo.in,1,4999,NX1-2503-3
VR883421,C107646,VA-SW-NX2,2025-07-09,vireo.in,1,6499,NX2-2505-2
VR883794,C100613,VA-EB-AIR,2025-07-09,Amazon,1,1799,AIR-2504-1
VR885497,C107446,VA-NB-ARC,2025-07-09,Amazon,1,1299,ARC-2506-4
VR885807,C100648,VA-EB-PL1,2025-07-09,Amazon,1,2499,PL1-2506-1
VR887986,C106616,VA-EB-AIR,2025-07-09,vireo.in,1,1709,AIR-2505-2
VR891637,C103329,VA-EB-AIR,2025-07-09,vireo.in,1,1619,AIR-2504-1
VR893650,C106547,VA-SP-MINI,2025-07-09,vireo.in,1,2499,MINI-2503-1
VR894442,C104967,VA-AC-CH65,2025-07-09,vireo.in,1,1499,CH65-2504-1
VR894685,C100301,VA-EB-PL1,2025-07-09,vireo.in,1,1999,PL1-2505-2
VR895587,C102332,VA-SW-NX2,2025-07-09,vireo.in,1,5524,NX2-2504-1
VR899541,C104403,VA-EB-AIR,2025-07-09,vireo.in,1,1709,AIR-2504-4
VR904205,C102520,VA-EB-PL1,2025-07-09,Flipkart,1,2499,PL1-2506-2
VR905553,C104293,VA-EB-PL1,2025-07-09,Amazon,1,2124,PL1-2505-3
VR905847,C103710,VA-SW-NX2,2025-07-09,vireo.in,2,11698,NX2-2505-3
VR906932,C106417,VA-EB-PL1,2025-07-09,Flipkart,1,2124,PL1-2504-1
VR906951,C100032,VA-EB-AIR,2025-07-09,vireo.in,1,1529,AIR-2504-2
VR907405,C106260,VA-SP-MINI,2025-07-09,Amazon,2,4498,MINI-2506-2
VR880593,C103786,VA-EB-AIR,2025-07-10,Amazon,1,1799,AIR-2503-2
VR885718,C104797,VA-HP-ST3,2025-07-10,Amazon,1,5949,ST3-2504-4
VR887426,C101820,VA-EB-PL1,2025-07-10,Amazon,1,1999,PL1-2504-2
VR889237,C105702,VA-EB-PL1,2025-07-10,vireo.in,1,2249,PL1-2504-3
VR890809,C109218,VA-SW-NX1,2025-07-10,Flipkart,1,4999,NX1-2506-1
VR892293,C105533,VA-HP-ST3,2025-07-10,vireo.in,1,5599,ST3-2504-1
VR893792,C107211,VA-EB-AIR,2025-07-10,Amazon,1,1799,AIR-2504-4
VR894488,C104895,VA-HP-ST3,2025-07-10,vireo.in,2,12598,ST3-2504-2
VR895288,C100554,VA-SW-NX2,2025-07-10,vireo.in,1,6499,NX2-2504-1
VR897610,C104977,VA-SP-MINI,2025-07-10,vireo.in,1,2124,MINI-2506-2
VR898514,C100275,VA-SW-NX2,2025-07-10,vireo.in,1,6499,NX2-2505-4
VR901436,C103919,VA-SP-MINI,2025-07-10,vireo.in,1,2249,MINI-2504-2
VR904613,C107741,VA-EB-PL1,2025-07-10,Amazon,1,2499,PL1-2504-1
VR906098,C102643,VA-SW-NX2,2025-07-10,Amazon,1,5849,NX2-2504-3
VR907116,C108784,VA-EB-PL1,2025-07-10,vireo.in,1,2124,PL1-2503-3
VR908986,C107992,VA-EB-PL1,2025-07-10,Amazon,1,1999,PL1-2504-3
VR909045,C102076,VA-SW-FIT,2025-07-10,vireo.in,1,1999,FIT-2506-4
VR909861,C109188,VA-EB-PL1,2025-07-10,vireo.in,1,2499,PL1-2506-2
VR881067,C103415,VA-AC-CH65,2025-07-11,Amazon,1,1274,CH65-2506-2
VR882602,C103124,VA-HP-ST3,2025-07-11,Amazon,1,6999,ST3-2506-4
VR885818,C108776,VA-AC-CH65,2025-07-11,vireo.in,1,1349,CH65-2506-2
VR886301,C103097,VA-SW-FIT,2025-07-11,vireo.in,1,1999,FIT-2506-1
VR887343,C106198,VA-SP-ORB,2025-07-11,vireo.in,1,5099,ORB-2504-1
VR892603,C106734,VA-SW-FIT,2025-07-11,Amazon,1,1999,FIT-2505-2
VR892626,C105808,VA-SW-FIT,2025-07-11,Flipkart,1,1999,FIT-2504-1
VR898855,C101531,VA-EB-PL1,2025-07-11,vireo.in,1,2499,PL1-2504-3
VR901997,C108068,VA-SW-NX2,2025-07-11,vireo.in,1,6499,NX2-2504-2
VR902596,C101585,VA-SW-NX2,2025-07-11,Flipkart,1,6499,NX2-2505-2
VR881960,C104067,VA-SW-FIT,2025-07-12,Amazon,1,1999,FIT-2503-4
VR882647,C101434,VA-EB-AIR,2025-07-12,vireo.in,1,1439,AIR-2505-1
VR885711,C103405,VA-SP-MINI,2025-07-12,Flipkart,1,2374,MINI-2504-3
VR888646,C101949,VA-EB-AIR,2025-07-12,vireo.in,1,1799,AIR-2505-3
VR890507,C105036,VA-EB-PL1,2025-07-12,Flipkart,1,2499,PL1-2504-1
VR896221,C106916,VA-SP-MINI,2025-07-12,vireo.in,1,2499,MINI-2506-4
VR897950,C102632,VA-SP-ORB,2025-07-12,Amazon,1,5099,ORB-2506-3
VR897971,C101785,VA-SW-FIT,2025-07-12,Flipkart,1,1699,FIT-2503-1
VR898388,C104802,VA-SP-MINI,2025-07-12,vireo.in,1,2499,MINI-2505-4
VR898867,C102465,VA-HP-ST3,2025-07-12,vireo.in,1,6999,ST3-2505-2
VR898909,C108010,VA-SW-NX2,2025-07-12,vireo.in,2,11048,NX2-2503-4
VR900614,C105578,VA-SW-FIT,2025-07-12,vireo.in,1,1599,FIT-2504-3
VR900733,C101742,VA-SW-NX2,2025-07-12,vireo.in,1,6174,NX2-2505-3
VR900822,C103019,VA-EB-PL1,2025-07-12,vireo.in,1,2124,PL1-2504-1
VR901845,C105501,VA-SW-NX2,2025-07-12,vireo.in,1,6499,NX2-2504-1
VR903342,C103806,VA-HP-ST3,2025-07-12,vireo.in,1,6299,ST3-2505-1
VR909788,C106516,VA-EB-PL1,2025-07-12,vireo.in,1,2249,PL1-2506-2
VR880086,C101126,VA-HP-ST3,2025-07-13,Amazon,1,5599,ST3-2506-2
VR880569,C106246,VA-SW-NX2,2025-07-13,vireo.in,1,5849,NX2-2504-3
VR882008,C109360,VA-EB-AIR,2025-07-13,vireo.in,1,1799,AIR-2504-2
VR882240,C104796,VA-EB-AIR,2025-07-13,vireo.in,1,1439,AIR-2505-2
VR882837,C109465,VA-SP-ORB,2025-07-13,vireo.in,2,10798,ORB-2504-1
VR883059,C105001,VA-HP-ST2,2025-07-13,Amazon,1,4749,ST2-2504-4
VR883995,C105609,VA-EB-PL1,2025-07-13,vireo.in,1,2499,PL1-2504-1
VR884870,C108800,VA-EB-AIR,2025-07-13,vireo.in,1,1529,AIR-2503-1
VR889018,C102466,VA-EB-AIR,2025-07-13,Amazon,1,1439,AIR-2506-4
VR890971,C102655,VA-HP-ST3,2025-07-13,vireo.in,1,6999,ST3-2506-3
VR891455,C107062,VA-SP-MINI,2025-07-13,Amazon,1,2499,MINI-2506-2
VR897126,C105018,VA-EB-PL1,2025-07-13,vireo.in,1,2499,PL1-2504-3
VR899199,C109070,VA-SW-NX2,2025-07-13,vireo.in,1,6499,NX2-2505-4
VR900080,C100196,VA-SP-MINI,2025-07-13,Amazon,1,2124,MINI-2505-1
VR901894,C107076,VA-EB-PL1,2025-07-13,Amazon,2,3998,PL1-2504-3
VR906057,C106349,VA-SP-ORB,2025-07-13,Amazon,1,5099,ORB-2506-2
VR881306,C106836,VA-EB-AIR,2025-07-14,vireo.in,1,1799,AIR-2506-3
VR885392,C107633,VA-SW-FIT,2025-07-14,vireo.in,1,1999,FIT-2504-3
VR885846,C105734,VA-SW-NX2,2025-07-14,Amazon,1,6499,NX2-2504-4
VR892037,C106833,VA-NB-ARC,2025-07-14,vireo.in,2,2468,ARC-2503-4
VR894832,C102289,VA-SP-MINI,2025-07-14,vireo.in,1,2124,MINI-2506-3
VR895449,C106803,VA-EB-PL1,2025-07-14,Amazon,1,2249,PL1-2504-1
VR897226,C107075,VA-SW-NX2,2025-07-14,Amazon,1,6499,NX2-2505-1
VR900009,C106983,VA-SP-MINI,2025-07-14,vireo.in,1,2249,MINI-2504-4
VR902197,C104141,VA-EB-AIR,2025-07-14,vireo.in,1,1619,AIR-2506-2
VR904765,C108498,VA-EB-AIR,2025-07-14,vireo.in,1,1799,AIR-2505-4
VR904940,C106037,VA-SP-MINI,2025-07-14,vireo.in,1,2499,MINI-2506-1
VR906197,C104768,VA-EB-PL1,2025-07-14,Amazon,2,4998,PL1-2505-1
VR908193,C103544,VA-EB-AIR,2025-07-14,vireo.in,1,1709,AIR-2503-2
VR882960,C105048,VA-EB-PL2,2025-07-15,vireo.in,2,6998,PL2-2504-2
VR884649,C104928,VA-EB-PL2,2025-07-15,vireo.in,1,2974,PL2-2505-3
VR885218,C106732,VA-SP-MINI,2025-07-15,vireo.in,1,2499,MINI-2504-3
VR885877,C102994,VA-EB-PL2,2025-07-15,vireo.in,1,3499,PL2-2505-1
VR888613,C105348,VA-EB-PL2,2025-07-15,Amazon,2,6648,PL2-2504-1
VR890342,C106984,VA-EB-AIR,2025-07-15,vireo.in,1,1799,AIR-2504-2
VR891676,C106994,VA-EB-PL2,2025-07-15,Amazon,1,2974,PL2-2504-4
VR894828,C107296,VA-EB-PL1,2025-07-15,vireo.in,1,1999,PL1-2505-1
VR896366,C108980,VA-EB-PL2,2025-07-15,Amazon,1,3499,PL2-2505-1
VR896478,C100271,VA-EB-PL1,2025-07-15,Amazon,1,2499,PL1-2506-1
VR897362,C102807,VA-SP-ORB,2025-07-15,vireo.in,1,4799,ORB-2504-3
VR898426,C103065,VA-EB-PL2,2025-07-15,vireo.in,1,3499,PL2-2506-2
VR899413,C102528,VA-EB-PL2,2025-07-15,Flipkart,1,2974,PL2-2505-1
VR900024,C103464,VA-EB-PL2,2025-07-15,Amazon,1,3499,PL2-2506-4
VR903055,C106780,VA-EB-PL2,2025-07-15,Amazon,1,3324,PL2-2506-1
VR903523,C106212,VA-SP-ORB,2025-07-15,vireo.in,2,10798,ORB-2504-2
VR904772,C105100,VA-EB-PL2,2025-07-15,vireo.in,1,3324,PL2-2506-2
VR904975,C108304,VA-NB-ARC,2025-07-15,Amazon,1,1299,ARC-2504-3
VR907065,C100778,VA-EB-PL2,2025-07-15,vireo.in,1,2974,PL2-2505-2
VR907209,C103627,VA-EB-PL2,2025-07-15,vireo.in,1,2974,PL2-2505-2
VR908993,C108755,VA-EB-PL2,2025-07-15,vireo.in,1,2974,PL2-2505-2
VR880682,C100407,VA-HP-ST3,2025-07-16,vireo.in,1,6299,ST3-2506-3
VR881196,C109369,VA-HP-ST2,2025-07-16,Flipkart,1,4749,ST2-2506-1
VR882095,C103103,VA-HP-ST3,2025-07-16,vireo.in,1,6299,ST3-2504-2
VR884031,C108280,VA-HP-ST3,2025-07-16,vireo.in,1,5599,ST3-2505-4
VR888362,C104782,VA-EB-PL1,2025-07-16,Amazon,1,2499,PL1-2505-1
VR888434,C105396,VA-EB-PL1,2025-07-16,Amazon,1,2249,PL1-2504-4
VR889108,C107113,VA-SW-FIT,2025-07-16,Flipkart,1,1999,FIT-2505-2
VR889949,C101916,VA-EB-PL2,2025-07-16,vireo.in,1,3324,PL2-2505-3
VR890026,C108385,VA-EB-PL2,2025-07-16,vireo.in,1,3149,PL2-2504-2
VR890854,C104877,VA-EB-PL2,2025-07-16,vireo.in,1,3324,PL2-2504-3
VR891545,C104941,VA-EB-PL1,2025-07-16,vireo.in,1,1999,PL1-2505-3
VR892604,C105497,VA-EB-AIR,2025-07-16,Amazon,1,1799,AIR-2504-1
VR893238,C106035,VA-EB-PL2,2025-07-16,vireo.in,1,3149,PL2-2505-2
VR893647,C102179,VA-SW-NX2,2025-07-16,vireo.in,1,6499,NX2-2505-1
VR894263,C107514,VA-EB-AIR,2025-07-16,Amazon,1,1529,AIR-2504-2
VR894712,C103043,VA-EB-PL2,2025-07-16,Amazon,1,3499,PL2-2505-4
VR897714,C106146,VA-HP-ST2,2025-07-16,Flipkart,1,4749,ST2-2506-4
VR898138,C101126,VA-EB-PL2,2025-07-16,Flipkart,1,3149,PL2-2505-2
VR899145,C109262,VA-SW-FIT,2025-07-16,vireo.in,1,1799,FIT-2505-4
VR900416,C100667,VA-EB-PL1,2025-07-16,vireo.in,1,2374,PL1-2505-4
VR903988,C108803,VA-HP-ST3,2025-07-16,vireo.in,1,6649,ST3-2503-4
VR904287,C104674,VA-SW-NX2,2025-07-16,vireo.in,1,6499,NX2-2505-1
VR904492,C106671,VA-AC-CH65,2025-07-16,vireo.in,1,1274,CH65-2505-3
VR905336,C102489,VA-SP-MINI,2025-07-16,Flipkart,1,2374,MINI-2504-3
VR907654,C102469,VA-EB-PL2,2025-07-16,vireo.in,1,3499,PL2-2505-2
VR908284,C102750,VA-EB-PL1,2025-07-16,vireo.in,1,2124,PL1-2506-1
VR880348,C104066,VA-EB-PL2,2025-07-17,vireo.in,1,2799,PL2-2503-1
VR883084,C107602,VA-EB-PL2,2025-07-17,vireo.in,1,2974,PL2-2504-3
VR883969,C108872,VA-EB-PL1,2025-07-17,vireo.in,1,2499,PL1-2506-4
VR888237,C103186,VA-EB-PL2,2025-07-17,vireo.in,1,2799,PL2-2506-1
VR893948,C101734,VA-EB-PL2,2025-07-17,vireo.in,1,3499,PL2-2506-4
VR896319,C104425,VA-SW-FIT,2025-07-17,vireo.in,1,1999,FIT-2505-4
VR896414,C108670,VA-EB-PL2,2025-07-17,vireo.in,1,2974,PL2-2504-3
VR897875,C105959,VA-EB-PL2,2025-07-17,vireo.in,1,3499,PL2-2506-1
VR898287,C103267,VA-EB-PL2,2025-07-17,Amazon,1,2974,PL2-2504-4
VR899878,C101843,VA-SW-FIT,2025-07-17,vireo.in,1,1999,FIT-2504-3
VR900210,C105120,VA-EB-PL1,2025-07-17,Amazon,1,2499,PL1-2505-4
VR900595,C100593,VA-EB-PL2,2025-07-17,vireo.in,1,2974,PL2-2506-4
VR901649,C105024,VA-SW-NX2,2025-07-17,vireo.in,1,5199,NX2-2506-1
VR903099,C103975,VA-EB-PL2,2025-07-17,vireo.in,1,3499,PL2-2505-4
VR903450,C104839,VA-EB-PL2,2025-07-17,Amazon,1,2799,PL2-2505-4
VR906220,C101840,VA-EB-PL2,2025-07-17,vireo.in,1,3499,PL2-2506-4
VR882196,C104674,VA-HP-ST2,2025-07-18,Amazon,1,4999,ST2-2504-4
VR884687,C107204,VA-EB-PL2,2025-07-18,Amazon,1,3324,PL2-2506-4
VR884818,C100097,VA-EB-PL1,2025-07-18,Flipkart,1,2124,PL1-2504-2
VR884892,C107033,VA-HP-ST2,2025-07-18,Flipkart,1,4499,ST2-2505-2
VR885783,C100116,VA-EB-PL2,2025-07-18,vireo.in,1,3149,PL2-2506-2
VR889324,C107664,VA-EB-AIR,2025-07-18,vireo.in,1,1799,AIR-2504-4
VR890227,C102471,VA-HP-ST2,2025-07-18,Amazon,1,4249,ST2-2504-1
VR890258,C107305,VA-SP-MINI,2025-07-18,vireo.in,1,2499,MINI-2506-4
VR892023,C102395,VA-EB-PL1,2025-07-18,Flipkart,2,4998,PL1-2503-1
VR892639,C105764,VA-EB-PL2,2025-07-18,Amazon,1,3324,PL2-2504-4
VR893055,C108786,VA-EB-PL2,2025-07-18,vireo.in,1,2974,PL2-2506-1
VR895037,C104088,VA-SP-MINI,2025-07-18,vireo.in,1,2499,MINI-2505-2
VR895347,C107395,VA-EB-PL1,2025-07-18,vireo.in,1,2499,PL1-2504-2
VR896503,C109224,VA-EB-AIR,2025-07-18,vireo.in,1,1709,AIR-2505-4
VR898774,C101621,VA-HP-ST2,2025-07-18,vireo.in,1,4999,ST2-2504-3
VR900778,C108648,VA-EB-AIR,2025-07-18,vireo.in,2,3598,AIR-2506-3
VR901561,C103981,VA-HP-ST2,2025-07-18,Flipkart,1,4999,ST2-2506-2
VR901676,C109114,VA-EB-PL1,2025-07-18,Flipkart,1,1999,PL1-2505-3
VR902092,C101411,VA-EB-PL2,2025-07-18,Flipkart,1,3499,PL2-2505-2
VR902789,C103505,VA-EB-PL2,2025-07-18,vireo.in,1,3324,PL2-2504-3
VR903048,C107336,VA-EB-PL2,2025-07-18,vireo.in,1,2799,PL2-2504-2
VR904836,C107986,VA-SW-NX2,2025-07-18,Flipkart,1,6499,NX2-2506-3
VR906981,C106434,VA-EB-PL2,2025-07-18,vireo.in,1,3499,PL2-2506-4
VR908424,C105869,VA-SP-MINI,2025-07-18,Flipkart,2,4998,MINI-2504-1
VR909089,C104243,VA-EB-AIR,2025-07-18,Flipkart,1,1529,AIR-2505-2
VR880398,C108715,VA-SP-MINI,2025-07-19,Flipkart,1,2499,MINI-2504-2
VR882212,C107207,VA-SW-FIT,2025-07-19,Flipkart,1,1799,FIT-2505-2
VR883281,C101307,VA-SP-ORB,2025-07-19,vireo.in,1,5999,ORB-2504-4
VR883885,C108763,VA-NB-ARC,2025-07-19,vireo.in,1,1234,ARC-2504-1
VR884363,C106175,VA-AC-CH65,2025-07-19,vireo.in,1,1274,CH65-2506-1
VR884694,C109412,VA-EB-PL2,2025-07-19,Amazon,1,2799,PL2-2506-2
VR885011,C103714,VA-EB-PL1,2025-07-19,Flipkart,1,2374,PL1-2504-2
VR886178,C106498,VA-HP-ST3,2025-07-19,Flipkart,1,6299,ST3-2504-2
VR889734,C103768,VA-EB-PL1,2025-07-19,Flipkart,1,2499,PL1-2505-4
VR890044,C103074,VA-SP-MINI,2025-07-19,vireo.in,1,2499,MINI-2504-4
VR890321,C101476,VA-EB-PL2,2025-07-19,vireo.in,1,2799,PL2-2505-2
VR890336,C103342,VA-SW-NX2,2025-07-19,Amazon,1,5199,NX2-2505-2
VR890962,C104081,VA-EB-PL2,2025-07-19,Flipkart,1,3499,PL2-2504-1
VR891335,C108968,VA-EB-PL2,2025-07-19,vireo.in,1,3499,PL2-2506-1
VR892066,C107319,VA-SW-NX2,2025-07-19,Flipkart,1,5199,NX2-2504-2
VR894184,C103570,VA-SP-MINI,2025-07-19,vireo.in,1,1999,MINI-2505-4
VR896188,C107164,VA-NB-ARC,2025-07-19,Amazon,1,1169,ARC-2504-2
VR898122,C107818,VA-HP-ST3,2025-07-19,Flipkart,1,6299,ST3-2504-2
VR899984,C100783,VA-EB-PL2,2025-07-19,Amazon,1,3499,PL2-2504-1
VR902350,C106602,VA-SW-FIT,2025-07-19,vireo.in,1,1799,FIT-2506-4
VR903712,C106779,VA-SW-NX2,2025-07-19,vireo.in,1,6499,NX2-2505-2
VR907198,C102550,VA-EB-PL2,2025-07-19,vireo.in,1,2799,PL2-2505-2
VR907807,C104833,VA-EB-AIR,2025-07-19,vireo.in,1,1619,AIR-2506-2
VR908635,C107331,VA-EB-PL1,2025-07-19,Amazon,1,2374,PL1-2505-3
